"nome_fantasia";"razao_social";"municipio";"id_cnes";"tipo"
ESTRATEGIA DE SAUDE DA FAMILIA NOVA ANGRA;SECRETARIA MUNICIPAL DE SAUDE;ANGRA DOS REIS;5681383;CENTRO DE SAUDE/UNIDADE BASICA
ESTRATEGIA DE SAUDE DA FAMILIA ENCRUZO DA ENSEADA;SECRETARIA MUNICIPAL DE SAUDE;ANGRA DOS REIS;5698278;CENTRO DE SAUDE/UNIDADE BASICA
VACCINI;CENTRO ESPECIALIZADO EM IMUNIZACOES LTDA;CAMPOS DOS GOYTACAZES;5702631;POLICLINICA
UNIDADE DE SAUDE DA FAMILIA DO PARQUE ESTRELA;MUNICIPIO DE MAGE;MAGE;5814200;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA DA RUA DA GUIA;MUNICIPIO DE MAGE;MAGE;5816815;CENTRO DE SAUDE/UNIDADE BASICA
ESTRATEGIA DE SAUDE DA FAMILIA PRAIA DO ANIL;SECRETARIA MUNICIPAL DE SAUDE;ANGRA DOS REIS;5856736;CENTRO DE SAUDE/UNIDADE BASICA
HOSPITAL MATERNIDADE THERESA SACCHI DE MOURA;SECRETARIA MUNICIPAL DE SAUDE DE BARRA MANSA;BARRA MANSA;5878640;HOSPITAL ESPECIALIZADO
SMS CMS ALICE TOLEDO TIBIRICA AP 33;SMS RIO CMS ALICE TOLEDO TIBIRICA AP 33;RIO DE JANEIRO;5879655;CENTRO DE SAUDE/UNIDADE BASICA
HOSPITAL MUNICIPAL DA MULHER EM CABO FRIO;HOSPITAL MUNICIPAL DA MULHER EM CABO FRIO;CABO FRIO;5903394;HOSPITAL ESPECIALIZADO
UNIDADE BASICA DE SAUDE APARECIDA TAVARES;MUNICIPIO DE DUQUE DE CAXIAS;DUQUE DE CAXIAS;5922496;CENTRO DE SAUDE/UNIDADE BASICA
ESF JARDIM PERO;SECRETARIA MUNICIPAL DE SAUDE DE CABO FRIO;CABO FRIO;5931533;POSTO DE SAUDE
ESF FLORESTINHA;SECRETARIA MUNICIPAL DE SAUDE DE CABO FRIO;CABO FRIO;5932688;POSTO DE SAUDE
MMF SALVADOR ALLENDE;FUNDACAO ESTATAL DE SAUDE DE NITEROI FESAUDE;NITEROI;5985331;CENTRO DE SAUDE/UNIDADE BASICA
MMF ALBERTO RICARDO HATIN;FUNDACAO ESTATAL DE SAUDE DE NITEROI FESAUDE;NITEROI;5985358;CENTRO DE SAUDE/UNIDADE BASICA
UBSF SANTO AGOSTINHO DRA PAULA HERICA ROCHA DE AZEVEDO;SECRETARIA MUNICIPAL DE SAUDE PMVR;VOLTA REDONDA;5987938;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILIA DR JARDEL DO AMARAL;SECRETARIA MUNICIPAL DE SAUDE DE SAO GONCALO;SAO GONCALO;5995191;CENTRO DE SAUDE/UNIDADE BASICA
USF BARROCO;MUNICIPIO DE MARICA;MARICA;5998107;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA CANAA;SECRETARIA MUNICIPAL DE SAUDE DE ARRAIAL DO CABO;ARRAIAL DO CABO;5999278;CENTRO DE SAUDE/UNIDADE BASICA
ESF PAPUCAIA;SMSDC DE CACHOEIRAS DE MACACU;CACHOEIRAS DE MACACU;6000401;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILIA JARDIM IGUACU;SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU;NOVA IGUACU;6018289;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF AUGUSTO BOAL AP 31;SMS RIO CF AUGUSTO BOAL AP 31;RIO DE JANEIRO;6023320;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF FIORELLO RAYMUNDO AP 51;SMS RIO CF FIORELLO RAYMUNDO AP 51;RIO DE JANEIRO;6023916;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF DONA ZICA AP 10;SMS RIO CF DONA ZICA AP 10;RIO DE JANEIRO;6023975;CENTRO DE SAUDE/UNIDADE BASICA
ESF MURIQUI;SECRETARIA MUNICIPAL DE SAUDE;MANGARATIBA;6026230;CENTRO DE SAUDE/UNIDADE BASICA
E S F ITACURUCA;SECRETARIA MUNICIPAL DE SAUDE;MANGARATIBA;6026249;CENTRO DE SAUDE/UNIDADE BASICA
ESF CONCEICAO DE JACAREI;SECRETARIA MUNICIPAL DE SAUDE;MANGARATIBA;6026257;CENTRO DE SAUDE/UNIDADE BASICA
ESF PRAIA DO SACO;SECRETARIA MUNICIPAL DE SAUDE;MANGARATIBA;6026265;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS ADELINO SIMOES NOVA SEPETIBA AP 53;SMS RIO CMS ADELINO SIMOES AP 53;RIO DE JANEIRO;6026737;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF ESTACIO DE SA AP 10;SMS RIO CF ESTACIO DE SA AP 10;RIO DE JANEIRO;6028233;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA SAO JOSE I;MUNICIPIO DE MARICA;MARICA;6028977;CENTRO DE SAUDE/UNIDADE BASICA
ESTRATEGIA DE SAUDE DA FAMILIA SAPINHATUBA I;SECRETARIA MUNICIPAL DE SAUDE;ANGRA DOS REIS;6029191;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS CARLOS ALBERTO NASCIMENTO AP 52;SMS RIO CMS CARLOS ALBERTO NASCIMENTO AP 52;RIO DE JANEIRO;6029825;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF ROGERIO ROCCO AP 52;SMS RIO CF DR ROGERIO ROCCO AP 52;RIO DE JANEIRO;6029841;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS AGUIAR TORRES AP 52;SMS RIO CMS AGUIAR TORRES AP 52;RIO DE JANEIRO;6029922;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF MARCOS VALADAO AP 33;SMS RIO CF ENFERMEIRO MARCOS VALADAO AP 33;RIO DE JANEIRO;6029965;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE BASICA DE SAUDE DE ALBUQUERQUE;SECRETARIA MUNICIPAL DE SAUDE;TERESOPOLIS;6030351;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS ANTENOR NASCENTES AP 32;SMS RIO CMS PROFESSOR ANTENOR NASCENTES AP 32;RIO DE JANEIRO;6033121;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILA JARDIM DA VIGA;SECRETARIA MUNICIPAL DE SAUDE DE NOVA IGUACU;NOVA IGUACU;6054285;CENTRO DE SAUDE/UNIDADE BASICA
HOSPITAL MUNICIPAL DRA NAELMA MONTEIRO DA SILVA;MUNICIPIO RIO DAS OSTRAS;RIO DAS OSTRAS;6069134;HOSPITAL GERAL
UNIDADE DE SAUDE DA FAMILIA BELARMINA MARIA DA SILVA;PREFEITURA MUNICIPAL DE ITABORAI;ITABORAI;6114717;CENTRO DE SAUDE/UNIDADE BASICA
KINDER CLINICA PEDIATRICA TIJUCA;KINDER CLINICA PEDIATRICA LTDA;RIO DE JANEIRO;6115004;CENTRO DE IMUNIZACAO
IMUNOLAGOS CLINICA DE VACINAS;IMUNOLAGOS CLINICA DE VACINAS E ATENDIMENTO AMBULATORIAL LTD;RIO DAS OSTRAS;6128696;CLINICA/CENTRO DE ESPECIALIDADE
CLINICA DA FAMILIA DR MARCO POLO DE GOUVEIA PEREIRA AMBAI;MUNICIPIO DE NOVA IGUACU;NOVA IGUACU;6156827;CENTRO DE SAUDE/UNIDADE BASICA
HOSPITAL MUNICIPAL DR RODOLPHO PERISSE;PREFEITURA MUNICIPAL DE ARMACAO DOS BUZIOS;ARMACAO DOS BUZIOS;6200702;HOSPITAL GERAL
UNIDADE DE SAUDE DA FAMILIA SAO FRANCISCO DO GOIA;MUNICIPIO DE MAGE;MAGE;6216366;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILIA MAURO FERREIRA DE CASTRO;MUNICIPIO DE QUEIMADOS;QUEIMADOS;6220150;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE SAUDE DA FAMILIA ENGENHO;MUNICIPIO DE ITAGUAI;ITAGUAI;6221483;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA DE VILA JURANDIR;UNIDADE DE SAUDE DA FAMILIA DE VILA JURANDIR;SAO JOAO DE MERITI;6230393;CENTRO DE SAUDE/UNIDADE BASICA
ESF LIDICE MODULO II;SECRETARIA MUNICIPAL DE SAUDE DE RIO CLARO;RIO CLARO;6232035;CENTRO DE SAUDE/UNIDADE BASICA
ESF PASSA TRES;SECRETARIA MUNICIPAL DE SAUDE DE RIO CLARO;RIO CLARO;6232124;CENTRO DE SAUDE/UNIDADE BASICA
ESF MACUNDU;SECRETARIA MUNICIPAL DE SAUDE DE RIO CLARO;RIO CLARO;6232175;CENTRO DE SAUDE/UNIDADE BASICA
ESF RIO CLARO MODULO I;SECRETARIA MUNICIPAL DE SAUDE DE RIO CLARO;RIO CLARO;6232205;CENTRO DE SAUDE/UNIDADE BASICA
ESF LIDICE MODULO I;SECRETARIA MUNICIPAL DE SAUDE DE RIO CLARO;RIO CLARO;6232221;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF SANTA MARTA AP 21;SMS RIO CF SANTA MARTA AP 21;RIO DE JANEIRO;6272053;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA CHACARA DE INOA;MUNICIPIO DE MARICA;MARICA;6289851;CENTRO DE SAUDE/UNIDADE BASICA
SECRETARIA MUNICIPAL DE SAUDE DE CAMPOS DOS GOYTACAZES;SECRETARIA MUNICIPAL DE SAUDE DE CAMPOS DOS GOYTACAZES;CAMPOS DOS GOYTACAZES;6298109;CENTRAL DE GESTAO EM SAUDE
UNIDADE DE SAUDE DA FAMILIA CENTRO;MUNICIPIO DE SAPUCAIA;SAPUCAIA;6337147;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA SEBASTIAO DE SOUZA ALVES;MUNICIPIO DE DUQUE DE CAXIAS;DUQUE DE CAXIAS;6371221;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF OLIMPIA ESTEVES AP 51;SMS RIO CF OLIMPIA ESTEVES AP 51;RIO DE JANEIRO;6387152;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA DE VENDA VELHA;SECRETARIA MUNICIPAL DE SAUDE DE SAO JOAO DE MERITI;SAO JOAO DE MERITI;6394310;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE BASICA DE SAUDE CUSTODOPOLIS;SECRETARIA MUNICIPAL DE SAUDE DE CAMPOS DOS GOYTACAZES;CAMPOS DOS GOYTACAZES;6427596;CENTRO DE SAUDE/UNIDADE BASICA
ESF PARQUE BURLE;SECRETARIA MUNICIPAL DE SAUDE DE CABO FRIO;CABO FRIO;6471803;POSTO DE SAUDE
PACS DE DUAS BARRAS;SECRETARIA MUNICIPAL DE SAUDE DE DUAS BARRAS;DUAS BARRAS;6477968;CENTRO DE SAUDE/UNIDADE BASICA
USF NESTOR PONCIANO FREITAS;SECRETARIA MUNICIPAL DE SAUDE DE CASIMIRO DE ABREU RJ;CASIMIRO DE ABREU;6487122;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF CANTAGALO PAVAO PAVAOZINHO AP 21;SMS RIO CF CANTAGALO PAVAO PAVAOZINHO AP 21;RIO DE JANEIRO;6496989;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILIA VEREADOR VALDEMIR HESPANHOL DINIZ;SECRETARIA MUNICIPAL DE SAUDE E PROMOCAO SOCIAL;SAO FIDELIS;6503136;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF MARIA DO SOCORRO ROCINHA AP 21;SMS RIO CF MARIA DO SOCORRO SILVA E SOUZA AP 21;RIO DE JANEIRO;6503772;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF RINALDO DE LAMARE AP 21;SMS RIO CF RINALDO DE LAMARE AP 21;RIO DE JANEIRO;6506232;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF VICTOR VALLA AP 31;SMS RIO CF VICTOR VALLA AP 31;RIO DE JANEIRO;6514022;CENTRO DE SAUDE/UNIDADE BASICA
SES RJ HOSPITAL DA MULHER HELONEIDA STUDART;SECRETARIA DE ESTADO DE SAUDE SES;SAO JOAO DE MERITI;6518893;HOSPITAL ESPECIALIZADO
SMS CF RODRIGO Y AGUILAR ROIG AP 31;SMS RIO CF RODRIGO YAMAWAKI AGUILAR ROIG AP 31;RIO DE JANEIRO;6524486;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF ILZO MOTTA DE MELLO AP 53;SMS RIO CF ILZO MOTTA DE MELLO AP53;RIO DE JANEIRO;6559727;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF LENICE MARIA MONTEIRO COELHO AP 53;SMS RIO CF LENICE M MONTEIRO COELHO AP53;RIO DE JANEIRO;6559735;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF MARIA SEBASTIANA DE OLIVEIRA AP 31;SMS RIO CF MARIA SEBASTIANA DE OLIVEIRA AP 31;RIO DE JANEIRO;6568491;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF JOSUETE SANTANNA DE OLIVEIRA AP 33;SMS RIO CF JOSUETE SANTANNA DE OLIVEIRA AP 33;RIO DE JANEIRO;6571956;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF LOURENCO DE MELLO AP 53;SMS RIO CF LOURENCO DE MELLO AP53;RIO DE JANEIRO;6572014;CENTRO DE SAUDE/UNIDADE BASICA
UBS DR JOAO WERNECK DE CARVALHO;MUNICIPIO DE PETROPOLIS;PETROPOLIS;6574106;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF JOSE ANTONIO CIRAUDO AP 53;SMS RIO CF JOSE ANTONIO CIRAUDO AP53;RIO DE JANEIRO;6581994;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE SAUDE DA FAMILIA GUANDU;MUNICIPIO DE JAPERI;JAPERI;6597386;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF SERGIO AROUCA AP 53;SMS RIO CF SERGIO AROUCA AP53;RIO DE JANEIRO;6618855;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF HELANDE DE MELLO GONCALVES AP 53;SMS RIO CF HELANDE DE MELLO GONCALVES AP 53;RIO DE JANEIRO;6618863;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF JAMIL HADDAD AP 53;SMS RIO CF JAMIL HADDAD AP53;RIO DE JANEIRO;6618871;CENTRO DE SAUDE/UNIDADE BASICA
HOSPITAL UNIMED;UNIMED VOLTA REDONDA COOP TRAB MEDICO;VOLTA REDONDA;6635148;HOSPITAL GERAL
SMS CF JOSE DE PAULA LOPES PONTES AP 52;SMS RIO CF DR JOSE DE PAULA LOPES PONTES AP 52;RIO DE JANEIRO;6635709;CENTRO DE SAUDE/UNIDADE BASICA
MMF DR OMAR MARINHO VIEIRA;FUNDACAO ESTATAL DE SAUDE DE NITEROI FESAUDE;NITEROI;6644988;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF HANS JURGEN FERNANDO DOHMANN AP 52;SMS RIO CF DR HANS JURGEN FERNANDO DOHMANN AP 52;RIO DE JANEIRO;6648371;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF DEOLINDO COUTO AP 53;SMS RIO CF DEOLINDO COUTO AP 53;RIO DE JANEIRO;6660185;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF HEITOR DOS PRAZERES AP 31;SMS RIO CF HEITOR DOS PRAZERES AP 31;RIO DE JANEIRO;6664040;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF FELIPPE CARDOSO AP 31;SMS RIO CF FELIPPE CARDOSO AP 31;RIO DE JANEIRO;6664075;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF EDSON ABDALLA SAAD AP 53;SMS RIO CF EDSON ABDALLA SAAD AP 53;RIO DE JANEIRO;6671020;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF DALMIR DE ABREU SALGADO AP 52;SMS RIO CF DR DALMIR DE ABREU SALGADO AP 52;RIO DE JANEIRO;6677711;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF HERBERT JOSE DE SOUZA AP 32;SMS RIO CF HERBERT JOSE DE SOUZA AP 32;RIO DE JANEIRO;6681379;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF SAMUEL PENHA VALLE AP 53;SMS RIO CF SAMUEL PENHA VALLE AP53;RIO DE JANEIRO;6683851;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF IZABEL DOS SANTOS AP 32;SMS RIO CF IZABEL DOS SANTOS AP 32;RIO DE JANEIRO;6688152;CENTRO DE SAUDE/UNIDADE BASICA
VACINI COPACABANA;AFIM SERVICOS DE IMUNIZACAO LTDA;RIO DE JANEIRO;6697119;CENTRO DE IMUNIZACAO
USF PARQUE DOS FERREIRAS;UNIDADE DE SAUDE DA FAMILIA PARQUE DOS FERREIRAS;BELFORD ROXO;6697453;CENTRO DE SAUDE/UNIDADE BASICA
VACINI BOTAFOGO;VACINE SERVICOS DE SAUDE LTDA;RIO DE JANEIRO;6704832;CENTRO DE IMUNIZACAO
SMS CF ANNA NERY AP 32;SMS RIO CF ANNA NERY AP 32;RIO DE JANEIRO;6713564;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF MAURY ALVES DE PINHO AP 40;SMS RIO CF MAURY ALVES DE PINHO AP 40;RIO DE JANEIRO;6716598;CENTRO DE SAUDE/UNIDADE BASICA
VACINI BARRA;N N T SERVICOS DE IMUNIZACAO LTDA;RIO DE JANEIRO;6719139;CENTRO DE IMUNIZACAO
VACCINI CLINICA DE VACINACAO;VACINE SERVICOS DE SAUDE LTDA;RIO DE JANEIRO;6719155;CENTRO DE IMUNIZACAO
VACINI TIJUCA;C V T CENTRO DE VACINACAO TIJUCA LTDA;RIO DE JANEIRO;6719198;CENTRO DE IMUNIZACAO
VACCINI CLINICA DE VACINACAO;C V N I CENTRO DE VACINACAO NOVA IGUACU LTDA;NOVA IGUACU;6719570;CENTRO DE IMUNIZACAO
ESTRATEGIA DA SAUDE DA FAMILIA ELIAS KALIL RISTUM;PREFEITURA MUNICIPAL DE RIO DAS FLORES;RIO DAS FLORES;6731767;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF EMYGDIO ALVES COSTA FILHO AP 32;SMS RIO CF EMYGDIO ALVES COSTA FILHO AP 32;RIO DE JANEIRO;6742130;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF MARIA DE AZEVEDO RODRIGUES PEREIRA AP 33;SMS RIO CF MARIA DE AZEVEDO RODRIGUES PEREIRA AP 33;RIO DE JANEIRO;6761704;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF EDNEY CANAZARO DE OLIVEIRA AP 32;SMS RIO CF CABO EDNEY CANAZARO DE OLIVEIRA AP 32;RIO DE JANEIRO;6762042;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS ITANHANGA AP 40;SMS RIO CMS ITANHANGA AP 40;RIO DE JANEIRO;6784720;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA GUARANI II;MUNICIPIO DE MAGE;MAGE;6788963;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF EPITACIO SOARES REIS AP 33;SMS RIO CF EPITACIO SOARES REIS AP 33;RIO DE JANEIRO;6793231;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF ASSIS VALENTE AP 31;SMS RIO CF ASSIS VALENTE AP 31;RIO DE JANEIRO;6804209;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF ANTHIDIO DIAS DA SILVEIRA AP 32;SMS RIO CF ANTHIDIO DIAS DA SILVEIRA AP 32;RIO DE JANEIRO;6808077;CENTRO DE SAUDE/UNIDADE BASICA
ESF GRUSSAI;MUNICIPIO DE SAO JOAO DA BARRA;SAO JOAO DA BARRA;6817076;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF BARBARA STARFIELD AP 32;SMS RIO CF BARBARA STARFIELD AP 32;RIO DE JANEIRO;6820018;CENTRO DE SAUDE/UNIDADE BASICA
IMUNOLOGICA VACINAS HUMANAS;CLINICA DE VACINACAO IMUNOLOGICA LTDA;NITEROI;6827292;CONSULTORIO ISOLADO
UNIDADE DE SAUDE DA FAMILIA DA BARREIRA;SECRETARIA MUNICIPAL DE SAUDE ENGENHEIRO PAULO DE FRONTIN;ENGENHEIRO PAULO DE FRONTIN;6854850;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF PADRE JOHN CRIBBIN PADRE JOAO AP 51;SMS RIO CF PADRE JOHN CRIBBIN AP 51;RIO DE JANEIRO;6855709;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF MARIO DIAS ALENCAR AP 51;SMS RIO CF MARIO DIAS ALENCAR AP 51;RIO DE JANEIRO;6864708;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF ANA MARIA CONCEICAO DOS SANTOS CORREIA AP 33;SMS RIO CF ANA MARIA CONCEICAO DOS SANTOS CORREIA AP 33;RIO DE JANEIRO;6869009;CENTRO DE SAUDE/UNIDADE BASICA
CLINICA DA FAMILIA REGINA DE BRITO;MUNICIPIO DE QUEIMADOS;QUEIMADOS;6869351;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF SERGIO VIEIRA DE MELLO AP 10;SMS RIO CF SERGIO VIEIRA DE MELLO AP 10;RIO DE JANEIRO;6873960;CENTRO DE SAUDE/UNIDADE BASICA
ESF MATO ESCURO;MUNICIPIO DE SAO JOAO DA BARRA;SAO JOAO DA BARRA;6882439;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF NILDO EYMAR DE ALMEIDA AGUIAR AP 51;SMS RIO CF NILDO EYMAR DE ALMEIDA AGUIAR AP 51;RIO DE JANEIRO;6901042;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF BIBI VOGEL AP 32;SMS RIO CF BIBI VOGEL AP 32;RIO DE JANEIRO;6914152;CENTRO DE SAUDE/UNIDADE BASICA
ESF SEDE;MUNICIPIO DE SAO JOAO DA BARRA;SAO JOAO DA BARRA;6917712;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF SERGIO NICOLAU AMIN AP 32;SMS RIO CF SERGIO NICOLAU AMIN AP 32;RIO DE JANEIRO;6919626;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS MANOEL GUILHERME DA SILVEIRA FILHO AP 51;SMS RIO CMS MANOEL GUILHERME DA SILVEIRA FILHO AP 51;RIO DE JANEIRO;6922031;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS RODOLPHO ROCCO AP 32;SMS RIO CMS RODOLPHO ROCCO AP 32;RIO DE JANEIRO;6926797;CENTRO DE SAUDE/UNIDADE BASICA
SMS CMS NEWTON BETHLEM AP 40;SMS RIO CMS NEWTON BETHLEM AP 40;RIO DE JANEIRO;6927254;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF OTTO ALVES DE CARVALHO AP 40;SMS RIO CF OTTO ALVES DE CARVALHO AP 40;RIO DE JANEIRO;6927289;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF PADRE JOSE DE AZEVEDO TIUBA AP 40;SMS RIO CF PADRE JOSE DE AZEVEDO TIUBA AP 40;RIO DE JANEIRO;6927319;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF JOAOSINHO TRINTA AP 31;SMS RIO CF JOAOSINHO TRINTA AP 31;RIO DE JANEIRO;6932916;CENTRO DE SAUDE/UNIDADE BASICA
ESF SAMBURA;SECRETARIA MUNICIPAL DE SAUDE DE CABO FRIO;CABO FRIO;6935540;POSTO DE SAUDE
SMS HOSPITAL MUNICIPAL PEDRO II AP 53;SMS RIO HOSPITAL MUNICIPAL PEDRO II AP 53;RIO DE JANEIRO;6995462;HOSPITAL GERAL
SES RJ COMPLEXO REG DE MESQUITA MATERNID E CLINICA DA MULHER;SECRETARIA DE ESTADO DE SAUDE DO RIO DE JANEIRO;MESQUITA;7011857;HOSPITAL ESPECIALIZADO
SMS CF RAIMUNDO ALVES NASCIMENTO AP 33;SMS RIO CF RAIMUNDO ALVES NASCIMENTO AP 33;RIO DE JANEIRO;7021771;CENTRO DE SAUDE/UNIDADE BASICA
SMS MATERNIDADE MARIA AMELIA BUARQUE DE HOLLANDA AP 10;SMS RIO MATERNIDADE MARIA AMELIA BUARQUE DE HOLLANDA AP 10;RIO DE JANEIRO;7027397;HOSPITAL ESPECIALIZADO
SMS CF SONIA MARIA FERREIRA MACHADO AP 52;SMS RIO CF SONIA MARIA FERREIRA MACHADO AP 52;RIO DE JANEIRO;7036884;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF ANTONIO GONCALVES VILLA SOBRINHO AP 52;SMS RIO CF ANTONIO GONCALVES VILLA SOBRINHO AP 52;RIO DE JANEIRO;7036914;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA CENTRO I;SECRETARIA MUNICIPAL DE SAUDE DE TANGUA;TANGUA;7038372;CENTRO DE SAUDE/UNIDADE BASICA
SMS MATERNIDADE DA MULHER MARISKA RIBEIRO AP 51;SMS RIO HOSPITAL MUNICIPAL DA MULHER MARISKA RIBEIRO AP 51;RIO DE JANEIRO;7041624;HOSPITAL ESPECIALIZADO
USF BAIRRO CABRAL ALAMBARI;SECRETARIA MUNICIPAL DE SAUDE DE RESENDE;RESENDE;7043252;CENTRO DE SAUDE/UNIDADE BASICA
USF JOMAR TARDELLI BASTOS;SECRETARIA MUNICIPAL DE SAUDE DE CASIMIRO DE ABREU RJ;CASIMIRO DE ABREU;7050895;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF CARIOCA AP 32;SMS RIO CF CARIOCA AP 32;RIO DE JANEIRO;7052049;CENTRO DE SAUDE/UNIDADE BASICA
UNIDADE DE SAUDE DA FAMILIA GUARANI III;MUNICIPIO DE MAGE;MAGE;7056419;CENTRO DE SAUDE/UNIDADE BASICA
UBS JAQUEIRA;FUNDO MUNICIPAL DE SAUDE DE TRES RIOS;TRES RIOS;7057067;CENTRO DE SAUDE/UNIDADE BASICA
PSF 011;MUNICIPIO DE SANTO ANTONIO DE PADUA;SANTO ANTONIO DE PADUA;7071337;CENTRO DE SAUDE/UNIDADE BASICA
LABS A MEDICINA DIAGNOSTICA FIGUEIREDO;FLEURY S A;RIO DE JANEIRO;7085737;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO)
ESF CENTRO;MUNICIPIO DE VALENCA;VALENCA;7087101;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF MANOEL FERNANDES DE ARAUJO AP 33;SMS RIO CF MANOEL FERNANDES DE ARAUJO AP 33;RIO DE JANEIRO;7088574;CENTRO DE SAUDE/UNIDADE BASICA
UBS MORRO DOS CAETANOS;FUNDO MUNICIPAL DE SAUDE DE TRES RIOS;TRES RIOS;7104480;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF DANTE ROMANO JUNIOR AP 33;SMS RIO CF DANTE ROMANO JUNIOR AP 33;RIO DE JANEIRO;7108265;CENTRO DE SAUDE/UNIDADE BASICA
SMS CF CARLOS NERY DA COSTA FILHO AP 33;SMS RIO CF CARLOS NERY DA COSTA FILHO AP 33;RIO DE JANEIRO;7119798;CENTRO DE SAUDE/UNIDADE BASICA
MMF JOAO SAMPAIO;FUNDACAO ESTATAL DE SAUDE DE NITEROI FESAUDE;NITEROI;7161093;CENTRO DE SAUDE/UNIDADE BASICA
ESF RIBEIRA;SMSDC DE CACHOEIRAS DE MACACU;CACHOEIRAS DE MACACU;7177445;CENTRO DE SAUDE/UNIDADE BASICA
